1,1.00088119506835940000000000000000e-003
2,1.00088119506835940000000000000000e-003
3,1.00111961364746090000000000000000e-003
4,1.00111961364746090000000000000000e-003
5,1.00111961364746090000000000000000e-003
6,1.00088119506835940000000000000000e-003
7,1.00088119506835940000000000000000e-003
8,1.00088119506835940000000000000000e-003
9,1.00088119506835940000000000000000e-003
10,1.00064277648925780000000000000000e-003
11,1.00111961364746090000000000000000e-003
12,1.00088119506835940000000000000000e-003
13,1.00088119506835940000000000000000e-003
14,1.00111961364746090000000000000000e-003
15,1.00111961364746090000000000000000e-003
16,1.00111961364746090000000000000000e-003
17,1.00088119506835940000000000000000e-003
18,1.00111961364746090000000000000000e-003
19,1.00088119506835940000000000000000e-003
20,1.00111961364746090000000000000000e-003
21,1.00088119506835940000000000000000e-003
22,1.00088119506835940000000000000000e-003
23,1.00088119506835940000000000000000e-003
24,1.00088119506835940000000000000000e-003
25,1.00088119506835940000000000000000e-003
26,1.00088119506835940000000000000000e-003
27,1.00088119506835940000000000000000e-003
28,1.00088119506835940000000000000000e-003
29,1.00111961364746090000000000000000e-003
30,1.00111961364746090000000000000000e-003
31,1.00111961364746090000000000000000e-003
32,1.00135803222656250000000000000000e-003
33,1.00088119506835940000000000000000e-003
34,1.00135803222656250000000000000000e-003
35,1.00088119506835940000000000000000e-003
36,1.00088119506835940000000000000000e-003
37,1.00088119506835940000000000000000e-003
38,1.00135803222656250000000000000000e-003
39,1.00088119506835940000000000000000e-003
40,1.00111961364746090000000000000000e-003
41,1.00111961364746090000000000000000e-003
42,1.00111961364746090000000000000000e-003
43,1.00088119506835940000000000000000e-003
44,1.00111961364746090000000000000000e-003
45,1.00088119506835940000000000000000e-003
46,1.00088119506835940000000000000000e-003
47,1.00111961364746090000000000000000e-003
48,1.00111961364746090000000000000000e-003
49,1.00088119506835940000000000000000e-003
50,1.00088119506835940000000000000000e-003
51,1.00135803222656250000000000000000e-003
52,1.00088119506835940000000000000000e-003
53,1.00064277648925780000000000000000e-003
54,1.00088119506835940000000000000000e-003
55,1.00088119506835940000000000000000e-003
56,1.00111961364746090000000000000000e-003
57,1.00088119506835940000000000000000e-003
58,1.00088119506835940000000000000000e-003
59,1.00088119506835940000000000000000e-003
60,1.00088119506835940000000000000000e-003
61,1.00111961364746090000000000000000e-003
62,1.00088119506835940000000000000000e-003
63,1.00088119506835940000000000000000e-003
64,1.00111961364746090000000000000000e-003
65,1.00088119506835940000000000000000e-003
66,1.00088119506835940000000000000000e-003
67,1.00064277648925780000000000000000e-003
68,1.00088119506835940000000000000000e-003
69,1.00111961364746090000000000000000e-003
70,1.00088119506835940000000000000000e-003
71,1.00088119506835940000000000000000e-003
72,1.00088119506835940000000000000000e-003
73,1.00088119506835940000000000000000e-003
74,1.00088119506835940000000000000000e-003
75,1.00135803222656250000000000000000e-003
76,1.00111961364746090000000000000000e-003
77,1.00088119506835940000000000000000e-003
78,1.00111961364746090000000000000000e-003
79,1.00088119506835940000000000000000e-003
80,1.00088119506835940000000000000000e-003
81,1.00111961364746090000000000000000e-003
82,1.00111961364746090000000000000000e-003
83,1.00088119506835940000000000000000e-003
84,1.00088119506835940000000000000000e-003
85,1.00111961364746090000000000000000e-003
86,1.00088119506835940000000000000000e-003
87,1.00088119506835940000000000000000e-003
88,1.00088119506835940000000000000000e-003
89,1.00088119506835940000000000000000e-003
90,1.00088119506835940000000000000000e-003
91,1.00088119506835940000000000000000e-003
92,1.00111961364746090000000000000000e-003
93,1.00088119506835940000000000000000e-003
94,1.00111961364746090000000000000000e-003
95,1.00111961364746090000000000000000e-003
96,1.00088119506835940000000000000000e-003
97,1.00111961364746090000000000000000e-003
98,1.00111961364746090000000000000000e-003
99,1.00088119506835940000000000000000e-003
100,9.99212265014648440000000000000000e-004
101,1.00111961364746090000000000000000e-003
102,1.00111961364746090000000000000000e-003
103,1.00111961364746090000000000000000e-003
104,1.00088119506835940000000000000000e-003
105,1.00111961364746090000000000000000e-003
106,1.00088119506835940000000000000000e-003
107,1.00088119506835940000000000000000e-003
108,1.00088119506835940000000000000000e-003
109,1.00088119506835940000000000000000e-003
110,1.00088119506835940000000000000000e-003
111,1.00111961364746090000000000000000e-003
112,1.00111961364746090000000000000000e-003
113,1.00111961364746090000000000000000e-003
114,1.00111961364746090000000000000000e-003
115,1.00111961364746090000000000000000e-003
116,1.00088119506835940000000000000000e-003
117,1.00088119506835940000000000000000e-003
118,1.00088119506835940000000000000000e-003
119,1.00111961364746090000000000000000e-003
120,1.00111961364746090000000000000000e-003
121,1.00088119506835940000000000000000e-003
122,1.00088119506835940000000000000000e-003
123,1.00064277648925780000000000000000e-003
124,1.00111961364746090000000000000000e-003
125,1.00088119506835940000000000000000e-003
126,1.00111961364746090000000000000000e-003
127,1.00088119506835940000000000000000e-003
128,1.00088119506835940000000000000000e-003
129,1.00111961364746090000000000000000e-003
130,1.00088119506835940000000000000000e-003
131,1.00088119506835940000000000000000e-003
132,1.00088119506835940000000000000000e-003
133,1.00088119506835940000000000000000e-003
134,1.00088119506835940000000000000000e-003
135,1.00088119506835940000000000000000e-003
136,1.00111961364746090000000000000000e-003
137,1.00088119506835940000000000000000e-003
138,1.00111961364746090000000000000000e-003
139,1.00088119506835940000000000000000e-003
140,1.00088119506835940000000000000000e-003
141,1.00088119506835940000000000000000e-003
142,1.00088119506835940000000000000000e-003
143,1.00111961364746090000000000000000e-003
144,1.00183486938476560000000000000000e-003
145,1.00088119506835940000000000000000e-003
146,1.00088119506835940000000000000000e-003
147,1.00088119506835940000000000000000e-003
148,1.00064277648925780000000000000000e-003
149,1.00111961364746090000000000000000e-003
150,1.00111961364746090000000000000000e-003
151,1.00111961364746090000000000000000e-003
152,1.00088119506835940000000000000000e-003
153,1.00064277648925780000000000000000e-003
